Timeline,Start time,Duration,Row,Instance number,<flag>.,❌❌,Ungrouped,Notes,Flags
251228_Sunderland_LeedsUnited_ANALYST,0.0,37.53025327739124,"🔹[IP1a]GK Restart(LCB into the trap, cheap turnover)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,28.290526121186303,🔹[IP4]Attacking Phase(through the 10)🚧,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,28.670178020756794,🔹[IP3b]Progression(through the 10)✅⭐️,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,14.503698421481204,"🔹[OSP] Corner(L, front post)✅",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,11.910066150810053,🔸[OP1a]GK Restart(HBlock)✅,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,30.68485402969418,"🔹[OSP] Free kick(deep, no delivery ...)❌",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,18.831645415880303,🔸[DSP] Free kick(wide)✅,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,30.29001158306528,"🔸[OP2]High Press(long, 2nd ball)✅",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,54.50817401410495,🔹[IP4]Attacking Phase(solutions??)🚧🔍,0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,29.86741981772775,"🔸[OP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,38.17024967413545,"🔹[IP4]Attacking Phase(L-R, switch, RTRiangle)✅",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,64.08956560738716,"🔹[OSP] Throw-in(R, HZ, long, 2nd phase)🚧",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,22.275329358731142,"🔹[OSP] Throw-in(R, HZ, 3-man, cross)✅",0,,,,,.
251228_Sunderland_LeedsUnited_ANALYST,0.0,22.090104558309577,🔸[OP1a]GK Restart(HBlock)✅,0,,,,,.
